post_id,post_date,is_published,email_sent_at,type,audience,title,subtitle,podcast_url
55859807.a-monologue-what-i-have-learned-about,2022-05-23T00:02:31.241Z,true,2022-05-23T00:02:31.372Z,newsletter,only_paid,"A Monologue: What I Have Learned About Education from þe Plague Years, &",BRIEFLY NOTED: For 2022-05-22 Su,
55479671.reading-quotes-and-such-from-frank,2022-05-18T15:45:23.290Z,true,,newsletter,everyone,"READING: Quotes & Such from Frank Fukuyama: ""Liberalism & Its Discontents""","From the book, & from his truly excellent podcast with Sean Illing on Vox Conversations...",
55317188.on-mock-eliminationist-rhetoric-as,2022-05-20T16:53:49.341Z,true,2022-05-20T16:53:49.444Z,newsletter,only_paid,"On ‘Mock-Eliminationist’ Rhetoric as a Strategy of Persuasion, &",BRIEFLY NOTED: For 2022-05-20,
55206737.the-discontents-with-liberalism-a,2022-05-18T23:56:00.421Z,true,2022-05-18T23:56:00.917Z,newsletter,everyone,"Þe Discontents with Liberalism: A Check-in, &",BRIEFLY NOTED: For 2022-05-18 We ,
55166399.another-somewhat-different-elevator,2022-05-17T14:20:48.033Z,true,2022-05-17T14:20:48.190Z,newsletter,everyone,"Anoþer, Somewhat Different Elevator Pitch for “Slouching Towards Utopia”, &",2022-05-17 Tu,
54921343.would-somebody-please-tell-me-what,2022-05-14T21:56:23.568Z,true,2022-05-14T21:56:23.679Z,newsletter,only_paid,"Would Somebody Please Tell Me What Number I Should Pencil in for þe “Natural Rate of Inflation”?, &",2022-05-14 Sa:,
54894676.hoisted-from-e-archives-john-kenneth,2022-05-14T14:12:43.208Z,true,2022-05-14T14:12:43.324Z,newsletter,everyone,HOISTED FROM ÞE ARCHIVES: John Kenneth Galbraith,From 2006; in Foreign Affairs...,
54811392.a-semi-fictitious-dialogue-on-a-better,2022-05-21T15:18:17.333Z,true,2022-05-21T15:18:17.482Z,newsletter,only_paid,"A Semi-Fictitious Dialogue on a Better Elevator Pitch for “Slouching Towards Utopia'“…, &",BRIEFLY NOTED: For 2022-05-21 Sa,
54374297.optimal-control-and-the-optimistic,2022-05-12T16:31:57.970Z,true,2022-05-12T16:31:58.192Z,newsletter,only_paid,"Optimal Control & þe Optimistic Inflation Forecasts from þe Bond Market, &",BRIEFLY NOTED: For 2022-05-12 Th,
54189874.wonders-of-the-invisible-crypto-world,2022-05-10T23:05:45.267Z,true,2022-05-10T23:05:45.410Z,newsletter,only_paid,"Wonders of þe Invisible Crypto World, &",BRIEFLY NOTED: For 2022-05-10 Tu,
54010007.on-hannah-arendt-modernity-and-fascism,2022-05-10T00:30:37.643Z,true,2022-05-10T00:30:37.754Z,newsletter,only_paid,"On Hannah Arendt, Modernity, & Fascism, &",BRIEFLY NOTED: For 2022-05-09 Mo,
53869193.slouching-towards-utopia-elevator,2022-05-07T13:04:07.442Z,true,,newsletter,everyone,Slouching Towards Utopia: Elevator Pitches & Potential Op-Eds,A folder of attempts to make what I have to say easy to access...,
53759448.tankies-gonna-tank-and-,2022-05-07T23:44:29.256Z,true,2022-05-07T23:44:29.904Z,newsletter,only_paid,"Tankies Gonna Tank, &",2022-05-07 Sa,
53291559.international-relations-has-a-bad,2022-05-06T20:03:40.563Z,true,2022-05-06T20:03:40.655Z,newsletter,only_paid,"International Relations Has a Bad Mearsheimer Problem, &",BRIEFLY NOTED: For 2022-05-06 Fr,
53255867.reading-richard-epstein-is-so-cracked,2022-05-02T19:46:26.599Z,false,,newsletter,everyone,READING: Richard Epstein Is so Cracked Þt Þere Is No Pot Þere at All...,"From the New Yorker, spring 2020",
53153656.reading-winston-churchill-iron-curtain,2022-04-30T18:16:52.089Z,true,,newsletter,everyone,READING: Winston Churchill: Iron Curtain Speech,"1946-03-05; Westminster College; Fulton, MO",
53153483.why-i-like-substack-and-e-new-york,2022-05-03T13:24:35.349Z,true,2022-05-03T13:24:35.429Z,newsletter,only_paid,"Why I Like Substack, & þe New York Times, Mendaciously Talking Its Book Again, &",BRIEFLY NOTED: For 2022-05-03 Tu,
53029733.larry-summers-was-right-rather-more,2022-05-02T13:48:02.734Z,true,2022-05-02T13:48:02.830Z,newsletter,only_paid,"Larry Summers Was Right (Rather, More Right þan Wrong), &",BRIEFLY NOTED: For 2022-05-02 Mo,
52925915.reading-hl-mencken-december-1933,2022-04-26T21:59:08.380Z,true,,newsletter,everyone,READING: H.L. Mencken (December 1933): On Adolf Hitler,"From ""The American Mercury""",
52567994.still-on-team-the-fed-has-got-this,2022-04-28T13:02:05.760Z,true,2022-04-28T13:02:05.913Z,newsletter,only_paid,"Still on Team “Þe Fed Has Got Þis”, &",BRIEFLY NOTED: 2022-04-28 Th,
52541462.will-the-ukrainian-army-hold-in-its,2022-04-25T22:15:10.276Z,true,2022-04-25T22:15:10.377Z,newsletter,everyone,"Will þe Ukrainian Army Hold in Its East?, &",BRIEFLY NOTED: For 2022-04-25 Mo,
52363815.marking-my-view-of-the-macroeconomic,2022-04-20T13:27:22.073Z,true,2022-04-20T13:27:22.285Z,newsletter,everyone,"Marking My View of þe Macroeconomic Outlook to Market, &",BRIEFLY NOTED: For 2022-04-20 We,
52270776.inflation-and-structural-adjustment,2022-04-15T12:27:22.374Z,true,2022-04-15T12:27:22.463Z,newsletter,only_paid,"Inflation & Structural Adjustment, &",BRIEFLY NOTED: For 2022-04-15 Fr,
52147212.elliptically-answering-a-question,2022-04-17T12:50:33.886Z,true,2022-04-17T12:50:33.987Z,newsletter,everyone,"Elliptically Answering a Question About My “Slouching Towards Utopia”, &",BRIEFLY NOTED: For 2022-04-17 Su,
51974120.readings-paul-romer-mathiness-ii,2022-04-10T21:57:57.527Z,true,,newsletter,everyone,READINGS: Paul Romer: Mathiness: II: Þe Fork in Growth Theory,For reference...,
51955861.-and-briefly-noted-for-2022-04-10,2022-04-13T14:43:21.590Z,true,2022-04-13T14:43:21.739Z,newsletter,only_paid,"Þt Putin’s Attack on Ukraine May Trigger a European Recession Is Not þe Most Important Thing, &",BRIEFLY NOTED: For 2022-04-13 We ,
51874463.time-to-post-my-675-word-elevator,2022-04-10T00:47:33.967Z,true,2022-04-10T00:47:34.062Z,newsletter,only_paid,"Time to Post My 675-Word Elevator Pitch for “Slouching Towards Utopia”, &",BRIEFLY NOTED: For 2022-04-09 Sa,
51599772.reading-secretary-of-state-dean-achesons,2022-04-04T17:16:46.120Z,true,,newsletter,everyone,"READING: Secretary of State Dean Acheson's Early 1950 ""Asia Perimeter"" Speech",Often blamed by right wingers for giving Stalin a green light to launch the Korean War by excluding South Korea and Taiwan from America's defense perimeter... ,
51541060.reading-from-lenin-state-and-revolution,2022-04-03T15:58:28.057Z,true,,newsletter,everyone,"READING: From Lenin: ""State & Revolution""","How ill-prepared the Bolsheviks were to administer anything, anything at all...",
51540341.reading-why-william-l-shirer-spent,2022-04-03T15:37:09.505Z,true,2022-04-03T15:37:09.605Z,newsletter,everyone,READING: Why William L. Shirer Spent þe 1960s Thinking About Interwar France,His explanation of why he wrote The Collapse of the Third Republic : An Inquiry into the Fall of France in 1940,
51461724.higher-education-and-the-public-sphere,2022-04-05T14:48:42.844Z,true,2022-04-05T14:48:42.940Z,newsletter,only_paid,"Higher Education & þe Public Sphere as ??? Institutions, &",BRIEFLY NOTED: 2022-04-04 Tu,
51461716.paul-krugman-joins-team-were-at-and,2022-04-08T17:49:01.295Z,true,2022-04-08T17:49:01.431Z,newsletter,only_paid,"Paul Krugman Joins Team We’re-at-&-Probably-Above-Full-Employment, &",BRIEFLY NOTED: 2022-04-08 Fr,
51460686.a-note-on-housing-unaffordability,2022-04-03T13:23:25.461Z,true,2022-04-03T13:23:25.569Z,newsletter,only_paid,"A Note on Housing Unaffordability in America, &",BRIEFLY NOTED: 2022-04-02 Sa,
51279901.podcast-hexapodia-is-e-key-insight-88c,2022-03-30T04:25:28.900Z,true,2022-03-30T04:25:28.983Z,podcast,everyone,"PODCAST: ""Hexapodia"" is þe Key Insight! XXXVII: A Meta-Podcast on the Ezra Klein Show, Larry Summers Edition; or, The Inflation Outlook Again ","Noah Smith & Brad DeLong Record the Podcast We, at Least, Would Like to Listen to!; Aspirationally Pseudo-Weekly; Aspirationally Less than 60 Minutes.",https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/d282d185-68ca-4b1f-9136-0f729669f1ab.mpga
51243169.quotes-i-found-interesting-from-ezra,2022-03-29T15:21:34.212Z,true,2022-03-29T15:21:34.355Z,newsletter,everyone,Quotes I Found Interesting from Ezra Klein & Larry Summers on þe Ezra Klein Show,More to follow...,
51238790.reading-adam-smith-grapplesnot-terribly,2022-03-29T14:05:08.946Z,true,,newsletter,everyone,READING: Adam Smith Grapples—Not Terribly Successfully—wiþ General Equilibrium in a Malthusian Economic-Growth Context,"From 1776, ""An Inquiry into the Nature & Causes of the Wealth of Nations""",
51201429.time-for-another-victory-lap-by-the,2022-04-01T14:34:08.839Z,true,2022-04-01T14:34:09.407Z,newsletter,only_paid,"Time for Another Victory Lap by þe Fed (& þe Biden Administration!), &",BRIEFLY NOTED: For 2022-04-01 Fr,
51195064.question-how-cleft-is-ukraine-today,2022-03-30T14:24:29.430Z,true,2022-03-30T14:24:29.537Z,newsletter,everyone,"Question: How “Cleft” Is Ukraine TODAY?, &",BRIEFLY NOTED: For 2022-03-30 We,
51177660.a-quick-glance-at-ancient-greece,2022-03-28T21:55:26.647Z,true,2022-03-28T21:55:26.721Z,newsletter,everyone,"A Quick Glance at Ancient Greece, &",BRIEFLY NOTED: For 2022-03-28 Mo ,
51090853.reading-reactions-to-lord-dunmores,2022-03-27T13:37:55.311Z,true,,newsletter,everyone,READING: Reactions to Lord Dunmore's 1775 Proclamation,"How much does this tell us about the shape of the coalition for American independence, and what their ""real"" or most important reasons for revolt were?",
51086834.hoisted-from-e-archives-two-months,2022-03-26T17:53:03.612Z,true,,newsletter,everyone,HOISTED FROM ÞE ARCHIVES: Two Months Before þe Mast of Post-Modernism,"From 2005: My view of Das Adam Smith Problem, & of other matters... ",
51019185.project-syndicate-americas-macroeconomic,2022-03-25T13:01:05.381Z,true,,newsletter,everyone,PROJECT SYNDICATE: America's Macroeconomic Outlook,"In which I set myself up on the hill as the last member of ""Team Transitory""...",
50927449.podcast-hexapodia-is-e-key-insight,,false,,podcast,only_paid,,,
50906655.glory-liu-on-the-adam-smith-americans,2022-03-26T18:20:15.696Z,true,2022-03-26T18:20:15.808Z,newsletter,everyone,"Glory Liu on þe Adam Smith Americans Have Imagined, & ",BRIEFLY NOTED: For 2022-03-25 Fr,
50892537.hoisted-from-e-archives-after-world,2022-03-23T15:58:12.322Z,true,,newsletter,everyone,HOISTED FROM ÞE ARCHIVES: After World War I: Weber & Keynes,"Lecture Notes for September 13, 2007",
50819264.a-flaw-in-my-plan-to-get-and-stay,2022-03-25T13:16:25.405Z,true,2022-03-25T13:16:25.658Z,newsletter,everyone,"A Flaw in My Plan to Get & Stay in þe Work Zone Before Lunch, & ",BRIEFLY NOTED: For 2022-03-24 Th ,
50780043.macroeconomic-outlook-slides,2022-03-21T23:18:42.290Z,true,2022-03-21T23:18:42.401Z,newsletter,everyone,Macroeconomic Outlook Slides ,2022-03-21 Mo,
50776291.macro-outlook-collection,,false,,newsletter,only_paid,,,
50717205.continuing-to-flog-my-forthcoming,2022-03-22T20:42:14.222Z,true,2022-03-22T20:42:14.316Z,newsletter,everyone,"Continuing to Flog My Forthcoming Book: ""Slouching Towards Utopia"", September 6, Basic Books, &",BRIEFLY NOTED: For 2022-03-22 Tu,
50647714.briefly-noted-for-2021-05-13-thhtml,2022-03-19T12:10:31.680Z,true,,newsletter,everyone,BRIEFLY NOTED: For 2021-05-13 Th,,
50647713.hoisted-from-the-archives-review-of-richard-evans-lying-about-hitlerhtml,2022-03-19T12:10:31.658Z,true,,newsletter,everyone,"HOISTED FROM ÞE ARCHIVES: Review of Richard Evans: ""Lying About Hitler""",,
50647712.briefly-noted-for-2021-05-11-tu-1html,2022-03-19T12:10:31.610Z,true,,newsletter,everyone,BRIEFLY NOTED: For 2021-05-11 Tu,,
50647711.cory-doctorow-on-how-weblogging-made-his-brain-what-it-is-today-briefly-noted-for-2021-05-16-su-things-that-went-whizzinghtml,2022-03-19T12:10:31.676Z,true,,newsletter,everyone,Cory Doctorow on How Weblogging Made His Brain What It Is Today; & BRIEFLY NOTED: For 2021-05-16 Su,,
50647710.briefly-noted-for-2021-05-10-mo-anti-anti-tory-little-englandismhtml,2022-03-19T12:10:31.677Z,true,,newsletter,everyone,"BRIEFLY NOTED: For 2021-05-10 Mo, & Anti-Anti Tory Little-Englandism",,
50647709.briefly-noted-for-2021-05-12-we-a-guess-at-the-state-of-the-plague-in-india-the-right-wing-long-con-firsthtml,2022-03-19T12:10:31.679Z,true,,newsletter,everyone,"Saturday March 19, 2022",,
50647708.briefly-noted-for-2021-05-11-tuhtml,2022-03-19T12:10:31.635Z,true,,newsletter,everyone,BRIEFLY NOTED: For 2021-05-11 Tu,,
50647707.interview-inflation-concerns-in-the-us-following-secretary-treasury-janethtml,2022-03-19T12:10:31.602Z,true,,newsletter,everyone,INTERVIEW: Inflation Concerns in þe US Following Secretary Treasury Janet,,
50647706.podcast-hexapodia-xiv-the-capital-gains-taxhtml,2022-03-19T12:10:31.584Z,true,,newsletter,everyone,PODCAST: Hexapodia XIV: Þe Capital Gains Tax,,
50647705.delongtoday-china-stands-up-1978-2020-part-iii-china-policyhtml,2022-03-19T12:10:31.565Z,true,,newsletter,everyone,DeLongTODAY: China Stands Up: 1978-2020: Part III: China Policy,,
50647280.vines-and-fig-trees-for-all-and-,2022-03-21T14:34:52.540Z,true,2022-03-21T14:34:52.647Z,newsletter,everyone,"Vines & Fig Trees for All!, &",BRIEFLY NOTED: For 2022-03-21 Mo ,
50593349.first-six-episodes-of-us-inflation,2022-03-20T15:27:06.755Z,true,2022-03-20T15:27:06.863Z,newsletter,everyone,"First: Six Episodes of U.S. Inflation Above 5%/Year in þe 1900s, & ",BRIEFLY NOTED: For 2022-03-19 Sa,
50552362.macbookpro-brought-to-its-knees-at,2022-03-18T14:26:37.281Z,true,2022-03-18T14:26:37.387Z,newsletter,everyone,"MacBookPro Brought to Its Knees at Last!, & þe Stupidity of Believing þt “Intelligence” Is a One-Dimensional “g” Even in Machines, Let Alone in Brains, & ",BRIEFLY NOTED: For 2022-03-18 Fr,
50451081.blurbs-for-my-forthcoming-slouching,2022-03-17T22:44:59.440Z,true,2022-03-17T22:44:59.571Z,newsletter,everyone,"Blurbs for My Forthcoming “Slouching Towards Utopia”, &",BRIEFLY NOTED: For 2022-03-17,
50418893.podcast-hexapodia-is-e-key-insight-d47,2022-03-15T23:24:22.061Z,true,2022-03-15T23:24:22.150Z,podcast,everyone,"PODCAST: ""Hexapodia"" is þe Key Insight! XXXVI: Four Lost Cities, by Annalee Newitz","Noah Smith & Brad DeLong Record the Podcast We, at Least, Would Like to Listen to!; Aspirationally Pseudo-Weekly; Aspirationally Less than 60 Minutes.",https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/f3076905-9d7a-40a0-87b1-666c2e26e420.mpga
50320790.no-the-fed-is-not-far-behind-the,2022-03-16T13:54:23.934Z,true,2022-03-16T13:54:24.018Z,newsletter,everyone,"No, þe Fed Is Not (Far) Behind þe Curve!, &",BRIEFLY NOTED FOR: 2022-03-16 WE,
50186529.real-stagflation-my-odds-now-more,2022-03-14T17:21:31.152Z,true,2022-03-14T17:21:31.267Z,newsletter,everyone,"Real Stagflation? My Odds Now More than 50-50, &",BRIEFLY NOTED: 2022-03-14 Mo,
50022745.podcast-hexapodia-is-e-key-insight-268,2022-03-09T18:53:34.803Z,true,2022-03-09T18:53:34.884Z,podcast,everyone,"PODCAST: ""Hexapodia"" is þe Key Insight! XXXV: Putin's Surprise Attack on Ukraine, wiþ Special Guest Kamil Galeev","Noah Smith & Brad DeLong Record the Podcast We, at Least, Would Like to Listen to!; Aspirationally Pseudo-Weekly; Aspirationally Less than 60 Minutes.",https://bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com/public/audio/62e24c3c-0277-4bb6-8e37-46f3bb728498.mpga
49830664.monetary-and-fiscal-policy-in-a-low,2022-03-14T02:25:10.292Z,true,2022-03-14T02:25:10.376Z,newsletter,everyone,"Monetary & Fiscal Policy in a Low-Interest Rate Economy, &",BRIEFLY NOTED: 2022-03-13 Su,
49645772.a-great-labor-report,2022-03-05T14:11:34.679Z,true,2022-03-05T14:11:34.755Z,newsletter,everyone,A Great Labor Report!,& BRIEFLY NOTED: For 2022-03-04 Fr,
49549712.the-thin-gruel-of-monetary-policy,2022-03-02T20:26:06.272Z,true,2022-03-02T20:26:06.400Z,newsletter,everyone,Þe Thin Gruel of Monetary-Policy Discussion Þese Days,& BRIEFLY NOTED: For 2022-03-02 Tu,
49514566.modern-tactics-and-the-red-army-in,2022-02-28T22:42:54.011Z,true,2022-02-28T22:42:54.216Z,newsletter,everyone,Modern Tactics & þe Red Army in Ukraine,& BRIEFLY NOTED: For 2022-02-28 Mo,
49491151.what-muscovy-had-thought-would-have,2022-02-28T15:44:23.246Z,true,2022-02-28T15:44:23.337Z,newsletter,everyone,What Muscovy Had Thought Would Have Happened by Now...,BRIEFLY NOTED: For 2022-02-28 Tu,
49442358.hoisted-from-the-archives-european,2022-02-27T15:14:53.848Z,true,2022-02-27T15:14:54.016Z,newsletter,everyone,HOISTED FROM ÞE ARCHIVES: European Union: A Talk from 2013,"About monetary and financial affairs, but against a background that now has much relevance, IMHO at least...",
49405555.reading-karl-polanyi-the-hundred,2022-02-26T16:22:54.540Z,true,,newsletter,everyone,READING: Karl Polanyi: Þe Hundred-Years' Peace,"Chapter 1 of ""The Great Transformation""",
49379241.georgia-senate-candidates-against,2022-03-01T20:57:19.169Z,true,2022-03-01T20:57:19.237Z,newsletter,everyone,Georgia Senate Candidates Against Factories in Georgia,& BRIEFLY NOTED: For 2022-03-01 Tu,
49365673.the-federal-reserve-continues-to,2022-02-27T14:09:10.345Z,true,2022-02-27T14:09:10.463Z,newsletter,everyone,Þe Federal Reserve Continues to Look Like It Has It...,& BRIEFLY NOTED: FOR 2022-27-27 Su,
49350762.for-an-expansive-definition-of-malthusian,2022-02-25T16:03:37.516Z,true,2022-02-25T16:03:37.609Z,newsletter,everyone,"For an Expansive Definition of ""Malthusian""",Not thinking about Ukraine this morning...,
49329041.yurii-gorodnichenko-day-of-infamy,2022-02-26T03:27:08.136Z,true,2022-02-26T03:27:08.220Z,newsletter,everyone,Yurii Gorodnichenko: Day of Infamy,& BRIEFLY NOTED: For 2022-02-26 Sa,
49088728.47-of-americans-are-freeloaders-who,2022-02-24T15:31:48.002Z,true,2022-02-24T15:31:48.111Z,newsletter,everyone,“47% of Americans Are Freeloaders Who Pay No Income Taxes!”,& BRIEFLY NOTED: FOR 2022-02-23 We,
49035223.sleepwalking-into-history,2022-02-25T05:15:34.426Z,true,2022-02-25T05:15:34.511Z,newsletter,everyone,Sleepwalking into History,& BRIEFLY NOTED: FOR 2022-02-24 Th,
48980944.template-and,,false,,newsletter,only_paid,,,
48945053.yes-hayeks-macro-is-bonkers-why-do,2022-02-19T14:38:00.673Z,true,2022-02-19T14:38:00.758Z,newsletter,everyone,"Yes, Hayek's Macro Is Bonkers. Why Do You Ask?",& BRIEFLY NOTED: FOR 2022-02-18 Fr,
48752371.slouching-towards-utopia-cont,2022-02-17T15:27:04.229Z,true,2022-02-17T15:27:04.345Z,newsletter,everyone,"“Slouching Towards Utopia”, cont.",& BRIEFLY NOTED: FOR 2022-02-17 Th,
